name,collectedAt,timestamp,value
teastore-image-6d4545697c-tqqmj,1623079554.8249195,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079554.8249195,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079554.8249195,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079554.8249195,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079554.8249195,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079554.8249195,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079554.8249195,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079554.8249195,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079554.8249195,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079554.8249195,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079554.8249195,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079554.8249195,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079554.8249195,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079559.826198,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079559.826198,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079559.826198,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079559.826198,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079559.826198,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079559.826198,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079559.826198,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079559.826198,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079559.826198,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079559.826198,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079559.826198,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079559.826198,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079559.826198,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079559.826198,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079559.826198,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079564.8314269,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079564.8314269,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079564.8314269,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079564.8314269,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079564.8314269,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079564.8314269,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079564.8314269,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079564.8314269,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079564.8314269,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079564.8314269,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079564.8314269,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079564.8314269,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079564.8314269,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079564.8314269,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079564.8314269,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079569.8359392,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079569.8359392,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079569.8359392,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079569.8359392,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079569.8359392,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079569.8359392,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079569.8359392,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079569.8359392,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079569.8359392,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079569.8359392,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079569.8359392,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079569.8359392,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079569.8359392,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079569.8359392,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079569.8359392,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079574.840105,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079574.840105,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079574.840105,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079574.840105,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079574.840105,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079574.840105,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079574.840105,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079574.840105,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079574.840105,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079574.840105,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079574.840105,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079574.840105,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079574.840105,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079574.840105,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079574.840105,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079579.8443987,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079579.8443987,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079579.8443987,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079579.8443987,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079579.8443987,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079579.8443987,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079579.8443987,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079579.8443987,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079579.8443987,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079579.8443987,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079579.8443987,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079579.8443987,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079579.8443987,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079579.8443987,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079579.8443987,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079584.8481107,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079584.8481107,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079584.8481107,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079584.8481107,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079584.8481107,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079584.8481107,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079584.8481107,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079584.8481107,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079584.8481107,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079584.8481107,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079584.8481107,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079584.8481107,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079584.8481107,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079584.8481107,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079584.8481107,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079589.8537025,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079589.8537025,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079589.8537025,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079589.8537025,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079589.8537025,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079589.8537025,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079589.8537025,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079589.8537025,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079589.8537025,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079589.8537025,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079589.8537025,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079589.8537025,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079589.8537025,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079589.8537025,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079589.8537025,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079594.858587,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079594.858587,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079594.858587,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079594.858587,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079594.858587,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079594.858587,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079594.858587,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079594.858587,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079594.858587,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079594.858587,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079594.858587,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079594.858587,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079594.858587,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079594.858587,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079594.858587,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079599.8600013,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079599.8600013,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079599.8600013,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079599.8600013,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079599.8600013,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079599.8600013,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079599.8600013,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079599.8600013,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079599.8600013,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079599.8600013,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079599.8600013,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079599.8600013,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079599.8600013,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079599.8600013,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079599.8600013,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079604.8650606,2021-06-07T15:25:43Z,1003742567n
teastore-db-97685dd55-nhn99,1623079604.8650606,2021-06-07T15:25:48Z,24068291n
teastore-image-6d4545697c-tqqmj,1623079604.8650606,2021-06-07T15:25:40Z,1056783345n
teastore-persistence-7478f4bd7b-mcv25,1623079604.8650606,2021-06-07T15:25:39Z,1808356487n
teastore-recommender-7d7574595c-fmxqq,1623079604.8650606,2021-06-07T15:25:45Z,105437335n
teastore-registry-676c97dc8b-h25bw,1623079604.8650606,2021-06-07T15:25:42Z,9394515n
teastore-webui-5895447bdf-2tshc,1623079604.8650606,2021-06-07T15:25:33Z,580612408n
teastore-webui-5895447bdf-b5g6p,1623079604.8650606,2021-06-07T15:25:35Z,1656796912n
teastore-webui-5895447bdf-cx9bm,1623079604.8650606,2021-06-07T15:25:41Z,730995327n
teastore-webui-5895447bdf-gttjw,1623079604.8650606,2021-06-07T15:25:43Z,343775788n
teastore-webui-5895447bdf-gtzw5,1623079604.8650606,2021-06-07T15:25:40Z,1497181763n
teastore-webui-5895447bdf-jg7gz,1623079604.8650606,2021-06-07T15:25:47Z,360975259n
teastore-webui-5895447bdf-p9l9b,1623079604.8650606,2021-06-07T15:25:41Z,586930515n
teastore-webui-5895447bdf-qqblc,1623079604.8650606,2021-06-07T15:25:36Z,2074395616n
teastore-webui-5895447bdf-qqblc,1623079604.8650606,2021-06-07T15:25:36Z,2074395616n
teastore-auth-cb9754d67-2m5v2,1623079609.867979,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079609.867979,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079609.867979,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079609.867979,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079609.867979,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079609.867979,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079609.867979,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079609.867979,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079609.867979,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079609.867979,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079609.867979,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079609.867979,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079609.867979,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079609.867979,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079609.867979,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079609.867979,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079609.867979,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079609.867979,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079614.8719823,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079614.8719823,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079614.8719823,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079614.8719823,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079614.8719823,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079614.8719823,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079614.8719823,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079614.8719823,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079614.8719823,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079614.8719823,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079614.8719823,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079614.8719823,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079614.8719823,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079614.8719823,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079614.8719823,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079614.8719823,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079614.8719823,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079614.8719823,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079619.8769944,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079619.8769944,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079619.8769944,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079619.8769944,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079619.8769944,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079619.8769944,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079619.8769944,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079619.8769944,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079619.8769944,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079619.8769944,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079619.8769944,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079619.8769944,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079619.8769944,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079619.8769944,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079619.8769944,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079619.8769944,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079619.8769944,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079619.8769944,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079624.8802977,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079624.8802977,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079624.8802977,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079624.8802977,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079624.8802977,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079624.8802977,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079624.8802977,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079624.8802977,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079624.8802977,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079624.8802977,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079624.8802977,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079624.8802977,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079624.8802977,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079624.8802977,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079624.8802977,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079624.8802977,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079624.8802977,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079624.8802977,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079629.8843596,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079629.8843596,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079629.8843596,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079629.8843596,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079629.8843596,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079629.8843596,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079629.8843596,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079629.8843596,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079629.8843596,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079629.8843596,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079629.8843596,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079629.8843596,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079629.8843596,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079629.8843596,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079629.8843596,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079629.8843596,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079629.8843596,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079629.8843596,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079634.8880758,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079634.8880758,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079634.8880758,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079634.8880758,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079634.8880758,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079634.8880758,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079634.8880758,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079634.8880758,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079634.8880758,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079634.8880758,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079634.8880758,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079634.8880758,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079634.8880758,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079634.8880758,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079634.8880758,2021-06-07T15:26:43Z,46596554n
teastore-webui-5895447bdf-tcdm8,1623079634.8880758,2021-06-07T15:26:48Z,92604118n
teastore-webui-5895447bdf-xbpgl,1623079634.8880758,2021-06-07T15:26:49Z,118237498n
teastore-webui-5895447bdf-xbpgl,1623079634.8880758,2021-06-07T15:26:49Z,118237498n
teastore-auth-cb9754d67-2m5v2,1623079639.8923662,2021-06-07T15:26:47Z,5457437n
teastore-db-97685dd55-nhn99,1623079639.8923662,2021-06-07T15:26:36Z,873965n
teastore-image-6d4545697c-tqqmj,1623079639.8923662,2021-06-07T15:26:38Z,4497981n
teastore-persistence-7478f4bd7b-mcv25,1623079639.8923662,2021-06-07T15:26:46Z,4634150n
teastore-recommender-7d7574595c-fmxqq,1623079639.8923662,2021-06-07T15:26:44Z,6727268n
teastore-registry-676c97dc8b-h25bw,1623079639.8923662,2021-06-07T15:26:42Z,10694554n
teastore-webui-5895447bdf-2tshc,1623079639.8923662,2021-06-07T15:26:35Z,10681164n
teastore-webui-5895447bdf-b5g6p,1623079639.8923662,2021-06-07T15:26:45Z,34227548n
teastore-webui-5895447bdf-cbdm2,1623079639.8923662,2021-06-07T15:26:46Z,171794203n
teastore-webui-5895447bdf-cx9bm,1623079639.8923662,2021-06-07T15:26:46Z,20772205n
teastore-webui-5895447bdf-gttjw,1623079639.8923662,2021-06-07T15:26:36Z,25650638n
teastore-webui-5895447bdf-gtzw5,1623079639.8923662,2021-06-07T15:26:41Z,37771769n
teastore-webui-5895447bdf-jg7gz,1623079639.8923662,2021-06-07T15:26:38Z,19268285n
teastore-webui-5895447bdf-p9l9b,1623079639.8923662,2021-06-07T15:26:43Z,22033131n
teastore-webui-5895447bdf-qqblc,1623079639.8923662,2021-06-07T15:26:43Z,46596554n
